242;236;230
242;224;206
242;212;182
242;200;157
242;188;133
242;176;109
242;164;85
242;151;61
242;139;36
242;127;12
217;211;206
217;200;184
217;190;163
217;179;141
217;168;119
217;157;98
217;146;76
217;135;54
217;125;33
217;114;11
191;186;182
191;177;163
191;167;143
191;158;124
191;148;105
191;139;86
191;129;67
191;120;48
191;110;29
191;100;10
166;162;157
166;153;141
166;145;124
166;137;108
166;128;91
166;120;75
166;112;58
166;104;41
166;95;25
166;87;8
140;137;133
140;130;119
140;123;105
140;116;91
140;109;77
140;102;63
140;95;49
140;88;35
140;81;21
140;74;7
115;112;109
115;106;98
115;100;86
115;95;75
115;89;63
115;83;52
115;77;40
115;72;29
115;66;17
115;60;6
89;87;85
89;83;76
89;78;67
89;74;58
89;69;49
89;65;40
89;60;31
89;56;22
89;51;13
89;47;4
64;62;61
64;59;54
64;56;48
64;53;41
64;49;35
64;46;29
64;43;22
64;40;16
64;37;10
64;33;3
38;37;36
38;35;33
38;33;29
38;32;25
38;30;21
38;28;17
38;26;13
38;24;10
38;22;6
38;20;2
13;12;12
13;12;11
13;11;10
13;11;8
13;10;7
13;9;6
13;9;4
13;8;3
13;7;2
13;7;1
