236;242;230
224;242;206
212;242;182
200;242;157
188;242;133
176;242;109
164;242;85
151;242;61
139;242;36
127;242;12
211;217;206
200;217;184
190;217;163
179;217;141
168;217;119
157;217;98
146;217;76
135;217;54
125;217;33
114;217;11
186;191;182
177;191;163
167;191;143
158;191;124
148;191;105
139;191;86
129;191;67
120;191;48
110;191;29
100;191;10
162;166;157
153;166;141
145;166;124
137;166;108
128;166;91
120;166;75
112;166;58
104;166;41
95;166;25
87;166;8
137;140;133
130;140;119
123;140;105
116;140;91
109;140;77
102;140;63
95;140;49
88;140;35
81;140;21
74;140;7
112;115;109
106;115;98
100;115;86
95;115;75
89;115;63
83;115;52
77;115;40
72;115;29
66;115;17
60;115;6
87;89;85
83;89;76
78;89;67
74;89;58
69;89;49
65;89;40
60;89;31
56;89;22
51;89;13
47;89;4
62;64;61
59;64;54
56;64;48
53;64;41
49;64;35
46;64;29
43;64;22
40;64;16
37;64;10
33;64;3
37;38;36
35;38;33
33;38;29
32;38;25
30;38;21
28;38;17
26;38;13
24;38;10
22;38;6
20;38;2
12;13;12
12;13;11
11;13;10
11;13;8
10;13;7
9;13;6
9;13;4
8;13;3
7;13;2
7;13;1
